timestamp,user_id,event_id,action,service,resource,source_ip,status
2024-01-15T04:04:41Z,U006,evt-0057,ListAccessKeys,iam,arn:aws:iam::123:user/deploy-bot,203.0.113.42,success
2024-01-15T04:11:18Z,U006,evt-0058,GetUser,iam,arn:aws:iam::123:user/admin,203.0.113.42,success
2024-01-15T04:17:54Z,U006,evt-0059,ListGroups,iam,arn:aws:iam::123,203.0.113.42,success
2024-01-15T04:24:31Z,U006,evt-0060,ListPolicies,iam,arn:aws:iam::123,203.0.113.42,success
2024-01-15T02:15:08Z,U007,evt-0061,ListBuckets,s3,arn:aws:s3:::prod-bucket,198.51.100.77,success
2024-01-15T02:16:02Z,U007,evt-0062,GetObject,s3,arn:aws:s3:::prod-bucket/config.json,198.51.100.77,success
2024-01-15T02:16:55Z,U007,evt-0063,ListBuckets,s3,arn:aws:s3:::backup-bucket,198.51.100.77,success
2024-01-15T02:17:49Z,U007,evt-0064,DescribeInstances,ec2,arn:aws:ec2:us-east-1:123:instance/i-007a,198.51.100.77,success
2024-01-15T02:18:43Z,U007,evt-0065,DescribeInstances,ec2,arn:aws:ec2:us-east-1:123:instance/i-007b,198.51.100.77,success
2024-01-15T02:19:37Z,U007,evt-0066,ListFunctions,lambda,arn:aws:lambda:us-east-1:123,198.51.100.77,success
2024-01-15T02:20:31Z,U007,evt-0067,InvokeFunction,lambda,arn:aws:lambda:us-east-1:123:function/recon-fn,198.51.100.77,success
2024-01-15T02:21:25Z,U007,evt-0068,GetObject,s3,arn:aws:s3:::prod-bucket/database.conf,198.51.100.77,success
2024-01-15T02:22:19Z,U007,evt-0069,Scan,dynamodb,arn:aws:dynamodb:us-east-1:123:table/users,198.51.100.77,success
2024-01-15T02:23:13Z,U007,evt-0070,Scan,dynamodb,arn:aws:dynamodb:us-east-1:123:table/accounts,198.51.100.77,success
2024-01-15T02:24:07Z,U007,evt-0071,GetItem,dynamodb,arn:aws:dynamodb:us-east-1:123:table/admin-config,198.51.100.77,success
2024-01-15T02:25:01Z,U007,evt-0072,ListSecrets,secretsmanager,arn:aws:secretsmanager:us-east-1:123,198.51.100.77,success
2024-01-15T02:25:55Z,U007,evt-0073,GetSecretValue,secretsmanager,arn:aws:secretsmanager:us-east-1:123:secret/db-password,198.51.100.77,success
2024-01-15T02:26:49Z,U007,evt-0074,ListBuckets,s3,arn:aws:s3:::archive-bucket,198.51.100.77,success
2024-01-15T02:27:43Z,U007,evt-0075,DescribeSecurityGroups,ec2,arn:aws:ec2:us-east-1:123:security-group/sg-all,198.51.100.77,success
2024-01-15T02:28:37Z,U007,evt-0076,DescribeSubnets,ec2,arn:aws:ec2:us-east-1:123:subnet/subnet-001,198.51.100.77,success
2024-01-15T02:29:31Z,U007,evt-0077,DescribeVpcs,ec2,arn:aws:ec2:us-east-1:123:vpc/vpc-001,198.51.100.77,success
2024-01-15T02:30:25Z,U007,evt-0078,GetQueueAttributes,sqs,arn:aws:sqs:us-east-1:123:internal-queue,198.51.100.77,success
2024-01-15T02:31:19Z,U007,evt-0079,ListTopics,sns,arn:aws:sns:us-east-1:123,198.51.100.77,success
2024-01-15T02:32:13Z,U007,evt-0080,GetFunction,lambda,arn:aws:lambda:us-east-1:123:function/payment-fn,198.51.100.77,success
2024-01-15T02:33:07Z,U007,evt-0081,DescribeDBInstances,rds,arn:aws:rds:us-east-1:123:db:prod-mysql,198.51.100.77,success
2024-01-15T02:34:01Z,U007,evt-0082,DescribeDBClusters,rds,arn:aws:rds:us-east-1:123:cluster:prod-aurora,198.51.100.77,success
2024-01-15T02:34:55Z,U007,evt-0083,ListKeys,kms,arn:aws:kms:us-east-1:123,198.51.100.77,success
2024-01-15T02:35:49Z,U007,evt-0084,DescribeKey,kms,arn:aws:kms:us-east-1:123:key/prod-key,198.51.100.77,success
2024-01-15T02:36:43Z,U007,evt-0085,GetObject,s3,arn:aws:s3:::backup-bucket/db-backup-jan.sql,198.51.100.77,success
2024-01-15T02:37:37Z,U007,evt-0086,Scan,dynamodb,arn:aws:dynamodb:us-east-1:123:table/payments,198.51.100.77,success
2024-01-15T02:38:31Z,U007,evt-0087,GetObject,s3,arn:aws:s3:::prod-bucket/secrets.env,198.51.100.77,success
2024-01-15T02:39:25Z,U007,evt-0088,DescribeInstances,ec2,arn:aws:ec2:us-east-1:123:instance/i-007c,198.51.100.77,success
2024-01-15T02:40:19Z,U007,evt-0089,ListUsers,iam,arn:aws:iam::123,198.51.100.77,success
2024-01-15T02:41:13Z,U007,evt-0090,GetAccountSummary,iam,arn:aws:iam::123,198.51.100.77,success
2024-01-15T12:00:01Z,U001,evt-0091,GetObject,s3,arn:aws:s3:::logs-bucket/jan-archive.log,192.168.1.10,success
2024-01-15T12:15:03Z,U002,evt-0092,InvokeFunction,lambda,arn:aws:lambda:us-east-1:123:function/report-fn,10.0.0.5,success
2024-01-15T12:30:07Z,U003,evt-0093,DescribeStacks,cloudformation,arn:aws:cloudformation:us-east-1:123:stack/app-stack,172.16.0.3,success
2024-01-15T12:45:09Z,U004,evt-0094,GetItem,dynamodb,arn:aws:dynamodb:us-east-1:123:table/users,10.0.1.20,success
2024-01-15T13:00:11Z,U005,evt-0095,ReceiveMessage,sqs,arn:aws:sqs:us-east-1:123:job-queue,10.0.2.15,success
2024-01-15T04:30:45Z,U006,evt-0096,GetSecretValue,secretsmanager,arn:aws:secretsmanager:us-east-1:123:secret/admin-password,203.0.113.42,success
2024-01-15T04:37:22Z,U006,evt-0097,CreateAccessKey,iam,arn:aws:iam::123:user/backup-user,203.0.113.42,failure
2024-01-15T04:43:58Z,U006,evt-0098,CreateAccessKey,iam,arn:aws:iam::123:user/backup-user,203.0.113.42,failure
2024-01-15T04:50:35Z,U006,evt-0099,CreateAccessKey,iam,arn:aws:iam::123:user/backup-user,203.0.113.42,failure
2024-01-15T02:42:07Z,U007,evt-0100,GetObject,s3,arn:aws:s3:::prod-bucket/admin-api-keys.json,198.51.100.77,success
